Pairing Food,Product,Grape,Popularity,Critics' Score,Avg. Price kr / 750ml
beef and venison,"Case Basse di Gianfranco Soldera Brunello di Montalcino Riserva DOCG, Tuscany, Italy",Sangiovese,537th,93 / 100,"12,722"
beef and venison,"Castellare di Castellina 'I Sodi di San Niccolo' Toscana IGT, Tuscany, Italy",Chianti Blend,540th,93 / 100,999
beef and venison,"Groupe Duclot Bordeaux Prestige Collection Case, Bordeaux, France",Bordeaux Blend Red,548th,,
beef and venison,"Argiano Brunello di Montalcino DOCG,Tuscany, Italy",Sangiovese,552nd,91 / 100,733
beef and venison,"Dal Forno Romano Vigneto Monte Lodoletta Valpolicella Superiore, Veneto, Italy",Valpolicella Blend,553rd,92 / 100,"1,332"
beef and venison,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Bordeaux Blend Red,557th,95 / 100,"3,210"
beef and venison,"Chateau Carbonnieux, Pessac-Leognan, France",Bordeaux Blend Red,558th,90 / 100,480
beef and venison,"Chateau Tronquoy, Saint-Estephe, France",Bordeaux Blend Red,561st,91 / 100,440
beef and venison,"Quinta do Vale Meao Tinto, Douro, Portugal",Portuguese Red Blend,566th,94 / 100,"2,012"
beef and venison,"Il Marroneto Madonna delle Grazie, Brunello di Montalcino DOCG, Italy",Sangiovese,567th,95 / 100,"3,956"
beef and venison,"Colgin Cellars Tychson Hill Vineyard Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,569th,95 / 100,"6,887"
beef and venison,"Heitz Cellar Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,573rd,90 / 100,853
beef and venison,"Chateau Talbot 'Connetable Talbot', Saint-Julien, France",Bordeaux Blend Red,578th,88 / 100,373
beef and venison,"Chateau de Camensac, Haut-Medoc, France",Bordeaux Blend Red,581st,88 / 100,426
beef and venison,"Rockford Basket Press Shiraz, Barossa Valley, Australia",Shiraz,584th,93 / 100,"1,625"
beef and venison,"Castello dei Rampolla Sammarco Toscana IGT, Tuscany, Italy",Cabernet - Sangiovese,586th,93 / 100,906
beef and venison,"Le Macchiole 'Paleo' Bolgheri, Tuscany, Italy",Cabernet Franc,590th,94 / 100,"1,425"
beef and venison,"Duckhorn Vineyards Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,592nd,90 / 100,786
beef and venison,"Chateau Lanessan, Haut-Medoc, France",Bordeaux Blend Red,593rd,89 / 100,253
beef and venison,"Le Macchiole Messorio Toscana IGT, Tuscany, Italy",Merlot,593rd,94 / 100,"2,398"
beef and venison,"Le Dome, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,602nd,93 / 100,"1,918"
beef and venison,"Chateau Haut-Marbuzet, Saint-Estephe, France",Bordeaux Blend Red,603rd,90 / 100,546
beef and venison,"Allegrini Amarone della Valpolicella Classico DOCG, Veneto, Italy",Valpolicella Blend,611th,92 / 100,853
beef and venison,"Giuseppe Quintarelli Amarone della Valpolicella Classico Riserva DOCG, Veneto, Italy",Valpolicella Blend,614th,95 / 100,"8,406"
beef and venison,"Chateau d'Angludet, Margaux, France",Bordeaux Blend Red,615th,89 / 100,546
beef and venison,"Chateau le Puy Cuvee Emilien, Francs Cotes de Bordeaux, France",Bordeaux Blend Red,616th,90 / 100,506
beef and venison,"Chateau Senejac, Haut-Medoc, France",Bordeaux Blend Red,617th,88 / 100,226
beef and venison,"Clarendon Hills Astralis Shiraz, McLaren Vale, Australia",Shiraz,623rd,95 / 100,"2,744"
beef and venison,"Chateau de Pez, Saint-Estephe, France",Bordeaux Blend Red,626th,90 / 100,520
beef and venison,"Casanova di Neri Cerretalto, Brunello di Montalcino DOCG, Italy",Sangiovese,629th,95 / 100,"3,943"
beef and venison,"Salvioni Cerbaiola Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,629th,94 / 100,"1,932"
beef and venison,"Chateau Ferriere, Margaux, France",Bordeaux Blend Red,631st,90 / 100,599
beef and venison,"Glaetzer 'Amon-Ra' Shiraz, Barossa Valley, Australia",Shiraz,633rd,93 / 100,946
beef and venison,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,634th,93 / 100,"2,411"
beef and venison,"Chateau d'Aiguilhe, Castillon Cotes de Bordeaux, France",Cabernet Franc - Merlot,637th,90 / 100,306
beef and venison,"Jacob's Creek Classic Shiraz - Cabernet Sauvignon, South Eastern Australia",Cabernet - Syrah/Shiraz,637th,84 / 100,80
beef and venison,"Dominus Estate Napanook, Napa Valley, USA",Bordeaux Blend Red,637th,91 / 100,986
beef and venison,"Marchesi Antinori Pian delle Vigne, Brunello di Montalcino DOCG, Italy",Sangiovese,644th,91 / 100,733
beef and venison,"Chateau Fombrauge, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,648th,90 / 100,413
beef and venison,"Chateau Latour-Martillac, Pessac-Leognan, France",Bordeaux Blend Red,651st,91 / 100,453
beef and venison,"Caiarossa Rosso di Toscana IGT, Tuscany, Italy",Red Blend,656th,92 / 100,786
beef and venison,"Giuseppe Quintarelli Valpolicella Classico Superiore, Veneto, Italy",Valpolicella Blend,658th,92 / 100,"1,332"
beef and venison,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Cabernet Sauvignon,661st,93 / 100,"1,812"
beef and venison,"Gaja Ca'Marcanda Promis Toscana IGT, Tuscany, Italy",Merlot - Syrah,664th,90 / 100,533
beef and venison,"Chateau Beaumont, Haut-Medoc, France",Bordeaux Blend Red,667th,88 / 100,226
beef and venison,"Montevertine Toscana IGT, Tuscany, Italy",Chianti Blend,667th,92 / 100,893
beef and venison,"Tenuta Luce 'Lucente' Toscana IGT, Tuscany, Italy",Merlot - Sangiovese,679th,90 / 100,306
beef and venison,"Lodovico Antinori Tenuta di Biserno 'Biserno' Bibbona Toscana IGT, Tuscany, Italy",Bordeaux Blend Red,686th,94 / 100,"1,665"
beef and venison,"La Mondotte, Saint-Emilion Grand Cru, France",Cabernet Franc - Merlot,689th,94 / 100,"2,385"
beef and venison,"The Sadie Family 'Columella' Red, Swartland, South Africa",Mourvedre - Syrah,693rd,94 / 100,"1,612"
beef and venison,"Chateau Lascombes 'Chevalier de Lascombes', Margaux, France",Cabernet Sauvignon - Merlot,693rd,88 / 100,386
beef and venison,"Catena Zapata Adrianna Vineyard 'River Stones' Malbec, Gualtallary, Argentina",Malbec,700th,94 / 100,"1,945"
beef and venison,"Chateau Marquis de Terme, Margaux, France",Bordeaux Blend Red,703rd,91 / 100,560
beef and venison,"Rubicon Estate Inglenook 'Rubicon' Red, Rutherford, USA",Bordeaux Blend Red,703rd,93 / 100,"2,118"
beef and venison,"Colgin Cellars Cariad Red, Napa Valley, USA",Bordeaux Blend Red,708th,95 / 100,"6,261"
beef and venison,"Bryant Family Vineyard Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,709th,95 / 100,"7,207"
beef and venison,"Chateau La Dominique, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,713th,91 / 100,719
beef and venison,"Clos Rougeard Saumur-Champigny Le Bourg, Loire, France",Cabernet Franc,717th,94 / 100,"5,715"
beef and venison,"The Maiden, Napa Valley, USA",Bordeaux Blend Red,721st,93 / 100,"4,769"
beef and venison,"Felsina Berardenga Fontalloro Toscana IGT, Tuscany, Italy",Sangiovese,726th,93 / 100,719
beef and venison,"Chateau Le Gay, Pomerol, France",Bordeaux Blend Red,726th,92 / 100,"1,292"
beef and venison,"Il Poggione Vigna Paganelli, Brunello di Montalcino Riserva DOCG, Italy",Sangiovese,731st,93 / 100,"1,146"
beef and venison,"Altesino Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,732nd,91 / 100,733
beef and venison,"Valdicava Madonna del Piano, Brunello di Montalcino Riserva DOCG, Italy",Sangiovese,735th,94 / 100,"2,811"
beef and venison,"Tenuta San Guido Le Difese Toscana IGT, Tuscany, Italy",Cabernet - Sangiovese,739th,89 / 100,280
beef and venison,"Ciacci Piccolomini d'Aragona Pianrosso, Brunello di Montalcino DOCG, Italy",Sangiovese,742nd,93 / 100,879
beef and venison,"Giuseppe Quintarelli 'Alzero' Cabernet Veneto IGT, Italy",Bordeaux Blend Red,743rd,93 / 100,"4,636"
beef and venison,"Castello di Ama L'Apparita Toscana IGT, Tuscany, Italy",Merlot,748th,95 / 100,"2,345"
beef and venison,"Gaja Pieve Santa Restituta, Brunello di Montalcino DOCG, Italy",Sangiovese,752nd,90 / 100,972
beef and venison,"Chateau Leoville-Las Cases 'Le Petit Lion du Marquis de Las Cases', Saint Julien, France",Bordeaux Blend Red,755th,90 / 100,746
beef and venison,"Tua Rita Giusto di Notri Toscana IGT, Tuscany, Italy",Bordeaux Blend Red,757th,93 / 100,853
beef and venison,"Chateau Labegorce, Margaux, France",Bordeaux Blend Red,759th,90 / 100,440
beef and venison,"Chateau Roc de Cambes, Cotes de Bourg, France",Bordeaux Blend Red,760th,91 / 100,839
beef and venison,"Tenuta Luce Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,765th,92 / 100,"1,399"
beef and venison,"Realm Cellars Moonracer, Stags Leap District, USA",Cabernet Sauvignon,769th,95 / 100,"4,103"
beef and venison,"Cantine Argiolas Turriga Isola dei Nuraghi Rosso IGT, Sardinia, Italy",Grenache (Garnacha),771st,92 / 100,933
beef and venison,"Tenuta Sette Ponti Podere Orma 'Orma' Toscana IGT, Tuscany, Italy",Bordeaux Blend Red,771st,93 / 100,759
beef and venison,"Vina Almaviva EPU, Puente Alto, Chile",Bordeaux Blend Red,774th,92 / 100,613
beef and venison,"Chateau Cos Labory, Saint-Estephe, France",Bordeaux Blend Red,780th,90 / 100,453
beef and venison,"Chateau Certan 'De May de Certan', Pomerol, France",Bordeaux Blend Red,784th,92 / 100,"1,345"
beef and venison,"Peter Michael 'Les Pavots' Estate Red, Knights Valley, USA",Bordeaux Blend Red,790th,93 / 100,"2,598"
beef and venison,"Schrader Cellars 'Old Sparky' Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,793rd,97 / 100,"10,258"
beef and venison,"Chateau de Sales, Pomerol, France",Bordeaux Blend Red,805th,90 / 100,413
beef and venison,"Tenuta Col d'Orcia Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,810th,91 / 100,626
beef and venison,"Chateau Calon-Segur Marquis de Calon, Saint-Estephe, France",Bordeaux Blend Red,814th,90 / 100,386
beef and venison,"Argiano Solengo Toscana IGT, Tuscany, Italy",Cabernet - Merlot - Syrah,817th,92 / 100,813
beef and venison,"Vega Sicilia Unico Reserva Especial, Ribera del Duero, Spain",Cabernet - Tempranillo,820th,95 / 100,"5,449"
beef and venison,"d'Arenberg The Dead Arm Shiraz, McLaren Vale, Australia",Shiraz,822nd,91 / 100,626
beef and venison,"Chateau Lagrange Les Fiefs de Lagrange, Saint-Julien, France",Bordeaux Blend Red,825th,88 / 100,346
beef and venison,"Chateau Trotte Vieille, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,825th,93 / 100,986
beef and venison,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,829th,97 / 100,"7,140"
beef and venison,"Chateau Gruaud-Larose 'Sarget de Gruaud-Larose', Saint-Julien, France",Bordeaux Blend Red,835th,89 / 100,360
beef and venison,"Segla, Margaux, France",Bordeaux Blend Red,836th,90 / 100,506
beef and venison,"Chateau Marquis d'Alesme Becker, Margaux, France",Bordeaux Blend Red,839th,91 / 100,546
beef and venison,"Cakebread Cellars Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,841st,89 / 100,986
beef and venison,"Le Carillon de l'Angelus, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,845th,91 / 100,"1,239"
beef and venison,"Fattoria dei Barbi Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,854th,90 / 100,746
beef and venison,"Fuligni Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,855th,93 / 100,"1,079"
beef and venison,"Orin Swift Mercury Head Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,858th,93 / 100,"1,718"
beef and venison,"Clos Rougeard Saumur-Champigny Les Poyeux, Loire, France",Cabernet Franc,859th,93 / 100,"3,863"
beef and venison,"Marchesi Antinori Villa Antinori Toscana IGT, Tuscany, Italy",Cabernet - Merlot - Sangiovese,863rd,88 / 100,213
beef and venison,"BOND Vecina Napa Valley, USA",Cabernet Sauvignon,864th,95 / 100,"7,300"
beef and venison,"Henschke Mount Edelstone Shiraz, Eden Valley, Australia",Shiraz,880th,94 / 100,"1,852"
beef and venison,"Wynns Coonawarra Estate Black Label Cabernet Sauvignon, Coonawarra, Australia",Cabernet Sauvignon,886th,92 / 100,333
beef and venison,"Daou Vineyards Cabernet Sauvignon, Paso Robles, USA",Cabernet Sauvignon,894th,90 / 100,280
beef and venison,"Chateau Pichon-Longueville Baron Les Tourelles de Longueville, Pauillac, France",Bordeaux Blend Red,897th,90 / 100,613
beef and venison,"Il Marroneto Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,901st,93 / 100,"1,132"
beef and venison,"Sassetti Livio Pertimali Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,902nd,92 / 100,826
beef and venison,"Pahlmeyer Proprietary Red, Napa Valley, USA",Bordeaux Blend Red,904th,93 / 100,"2,371"
beef and venison,"Clos du Val Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,905th,90 / 100,626
beef and venison,"Fattoria Poggio di Sotto Rosso di Montalcino, Tuscany, Italy",Sangiovese,907th,91 / 100,706
beef and venison,"Tenuta di Trinoro Toscana IGT, Tuscany, Italy",Bordeaux Blend Red,913th,94 / 100,"2,531"
beef and venison,"Castello dei Rampolla ' d'Alceo' Toscana IGT, Tuscany, Italy",Cabernet - Petit Verdot,921st,94 / 100,"1,492"
beef and venison,"Castello Banfi Poggio alle Mura, Brunello di Montalcino DOCG, Italy",Sangiovese,923rd,91 / 100,839
beef and venison,"Tenuta Argentiera 'Argentiera' Bolgheri Superiore, Tuscany, Italy",Bordeaux Blend Red,931st,93 / 100,"1,092"
beef and venison,"Cardinale Estate Red, Napa Valley, USA",Cabernet Sauvignon,931st,94 / 100,"3,450"
beef and venison,"Catena Zapata 'Angelica Zapata Alta' Malbec, Mendoza, Argentina",Malbec,934th,91 / 100,546
beef and venison,"Chateau Pichon-Longueville 'Les Griffons de Pichon Baron', Pauillac, France",Bordeaux Blend Red,939th,91 / 100,533
beef and venison,"Chateau Magdelaine, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,944th,90 / 100,"1,439"
beef and venison,"Shafer Vineyards One Point Five Cabernet Sauvignon, Stags Leap District, USA",Cabernet Sauvignon,947th,92 / 100,"1,266"
beef and venison,"Justin Vineyards & Winery Isosceles, Paso Robles, USA",Bordeaux Blend Red,950th,91 / 100,893
beef and venison,"Podere Giodo Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,951st,93 / 100,"1,399"
beef and venison,"Ridge Vineyards Estate Cabernet Sauvignon, Santa Cruz Mountains, USA",Cabernet Sauvignon,954th,91 / 100,826
beef and venison,"Verite La Joie, Sonoma County, USA",Bordeaux Blend Red,961st,95 / 100,"4,369"
beef and venison,"Chateau Tour Saint Christophe, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,963rd,92 / 100,426
beef and venison,"Zenato Amarone della Valpolicella Classico DOCG, Veneto, Italy",Valpolicella Blend,964th,91 / 100,626
beef and venison,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,965th,94 / 100,"1,852"
beef and venison,"Le Petit Ducru de Ducru-Beaucaillou, Saint Julien, France",Bordeaux Blend Red,971st,90 / 100,386
beef and venison,"Margaux du Chateau Margaux, Margaux, France",Bordeaux Blend Red,974th,90 / 100,"2,171"
beef and venison,"Cayuse Vineyards Bionic Frog Syrah, Walla Walla Valley, USA",Syrah,975th,95 / 100,"4,702"
beef and venison,"Chateau Croizet-Bages, Pauillac, France",Bordeaux Blend Red,979th,89 / 100,466
beef and venison,"La Fleur de Bouard, Lalande-de-Pomerol, France",Bordeaux Blend Red,981st,90 / 100,400
beef and venison,"Conti Costanti Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,985th,92 / 100,"1,066"
beef and venison,"Inglenook Cabernet Sauvignon, Rutherford, USA",Cabernet Sauvignon,986th,91 / 100,999
beef and venison,"Masi Campofiorin Rosso del Veronese IGT, Veneto, Italy",Valpolicella Blend,996th,88 / 100,200
beef and venison,"Catena Zapata 'Catena' Malbec, Mendoza, Argentina",Malbec,998th,89 / 100,226
beef and venison,"Chateau La Violette, Pomerol, France",Bordeaux Blend Red,"1,000th",93 / 100,"3,184"
beef and venison,"Chateau Clarke, Listrac-Medoc, France",Bordeaux Blend Red,"1,002nd",89 / 100,480
beef and venison,"Chateau Faugeres, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,"1,004th",90 / 100,466
beef and venison,"Verite Le Desir, Sonoma County, USA",Bordeaux Blend Red,"1,005th",96 / 100,"4,276"
beef and venison,"Chateau Petit Village, Pomerol, France",Bordeaux Blend Red,"1,006th",91 / 100,"1,012"
beef and venison,"Clos de l'Oratoire, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,"1,017th",91 / 100,533
beef and venison,"Chateau La Pointe, Pomerol, France",Bordeaux Blend Red,"1,021st",90 / 100,599
beef and venison,"Cerbaiona Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,"1,024th",93 / 100,"2,078"
beef and venison,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,"1,024th",94 / 100,"3,477"
beef and venison,"Stag's Leap Wine Cellars 'Fay' Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,"1,031st",93 / 100,"1,932"
beef and venison,"Groth Cabernet Sauvignon, Oakville, USA",Cabernet Sauvignon,"1,031st",90 / 100,719
beef and venison,"Chateau Barde-Haut, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,"1,034th",91 / 100,453
beef and venison,"Chateau Marjosse, Bordeaux, France",Bordeaux Blend Red,"1,034th",88 / 100,160
beef and venison,"Le Chiuse Brunello di Montalcino DOCG, Tuscany, Italy",Sangiovese,"1,036th",93 / 100,"1,012"
beef and venison,"Faust Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,"1,037th",90 / 100,639
beef and venison,"Chateau Capbern, Saint-Estephe, France",Bordeaux Blend Red,"1,039th",90 / 100,346
beef and venison,"Chateau Brane-Cantenac 'Le Baron de Brane', Margaux, France",Bordeaux Blend Red,"1,042nd",89 / 100,360
beef and venison,"Chateau Citran, Haut Medoc, France",Bordeaux Blend Red,"1,045th",88 / 100,266
beef and venison,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,"1,047th",91 / 100,999
beef and venison,"Marchesi Antinori Tenuta Guado al Tasso Il Bruciato Bolgheri, Tuscany, Italy",Cabernet - Merlot - Syrah,"1,048th",90 / 100,320
beef and venison,"Blason d'Issan, Margaux, France",Bordeaux Blend Red,"1,048th",89 / 100,333
beef and venison,"Chateau de Pressac, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,"1,048th",91 / 100,386
beef and venison,"Hundred Acre 'Morgan's Way' Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,"1,055th",96 / 100,"7,553"
beef and venison,"Chateau Grand Mayne, Saint-Emilion Grand Cru, France",Bordeaux Blend Red,"1,055th",90 / 100,573
beef and venison,"Chateau Montelena Cabernet Sauvignon, Napa Valley, USA",Bordeaux Blend Red,"1,060th",89 / 100,919
beef and venison,"Chateau Lassegue 'Lassegue', Saint-Emilion Grand Cru, France",Bordeaux Blend Red,"1,065th",91 / 100,546
beef and venison,"Verite La Muse, Sonoma County, USA",Bordeaux Blend Red,"1,065th",95 / 100,"4,516"
beef and venison,"Gaja Ca'Marcanda Magari Toscana IGT, Tuscany, Italy",Cabernet Sauvignon - Merlot,"1,069th",92 / 100,799
beef and venison,"Gaja Sito Moresco Rosso Langhe, Piedmont, Italy",Red Blend,"1,070th",90 / 100,599
beef and venison,"Azienda Agricola Valentini Montepulciano d'Abruzzo, Italy",Montepulciano,"1,072nd",92 / 100,"3,623"
beef and venison,"HALL Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Cabernet Sauvignon,"1,074th",93 / 100,"2,171"
beef and venison,"Montes Alpha M, Apalta, Chile",Bordeaux Blend Red,"1,080th",93 / 100,986
beef and venison,"Clos Apalta 'Le Petit Clos', Apalta Valley, Chile",Bordeaux Blend Red,"1,081st",91 / 100,573
beef and venison,"Louis M. Martini Napa Valley Cabernet Sauvignon, California, USA",Cabernet Sauvignon,"1,086th",89 / 100,480
beef and venison,"Ulysses Vineyard, Oakville, USA",Cabernet Sauvignon,"1,086th",94 / 100,"1,892"
beef and venison,"Marchesi Antinori Tenuta Guado al Tasso Matarocchio Bolgheri Superiore, Tuscany, Italy",Cabernet Franc,"1,088th",94 / 100,"4,969"
beef and venison,"Chateau Caronne Ste Gemme, Haut-Medoc, France",Bordeaux Blend Red,"1,094th",87 / 100,253
beef and venison,"Te Mata Estate Coleraine, Hawke's Bay, New Zealand",Bordeaux Blend Red,"1,096th",93 / 100,946
